id,planet_radius,planet_type,discovery_Method,planet_mass,discovery_date,orbital_radius,orbital_period,eccentricity
1557,1.567 x Earth,Super Earth,Transit,3.08 Earths,2020,0.0418 AU,3.5 days,0.0
1558,1.073 x Earth,Super Earth,Transit,1.25 Earths,2020,0.0203 AU,1.2 days,0.0
1559,1.26 x Earth,Super Earth,Transit,2.12 Earths,2020,0.2008 AU,33.5 days,0.0
1560,0.251 x Jupiter,Neptune-like,Transit,8.29 Earths,2020,0.3244 AU,65.9 days,0.0
1561,1.119 x Earth,Super Earth,Transit,1.46 Earths,2020,0.0529 AU,4.7 days,0.0
1562,1.176 x Earth,Super Earth,Transit,1.74 Earths,2020,0.0997 AU,10.5 days,0.32
1563,0.208 x Jupiter,Neptune-like,Transit,6.04 Earths,2020,0.0684 AU,7.1 days,0.0
1564,0.234 x Jupiter,Neptune-like,Transit,7.36 Earths,2020,0.3024 AU,56.4 days,0.0
1565,1.794 x Earth,Super Earth,Transit,3.87 Earths,2020,0.0399 AU,3.2 days,0.0
1566,1.18 x Earth,Super Earth,Transit,1.76 Earths,2020,0.0449 AU,3.9 days,0.0
1567,1.289 x Earth,Super Earth,Transit,2.21 Earths,2020,0.1011 AU,12.1 days,0.0
1568,1.112 x Earth,Super Earth,Transit,1.42 Earths,2020,0.0646 AU,6 days,0.0
1569,1.835 x Earth,Super Earth,Transit,4.02 Earths,2020,0.0495 AU,3.8 days,0.0
1570,0.251 x Jupiter,Neptune-like,Transit,8.3 Earths,2020,0.7097 AU,234.6 days,0.0
1571,0.947 x Earth,Terrestrial,Transit,0.799 Earths,2020,0.0798 AU,8.5 days,0.0
1572,1.262 x Earth,Super Earth,Transit,2.13 Earths,2020,0.0577 AU,5.6 days,0.0
1573,1.656 x Earth,Super Earth,Transit,3.38 Earths,2020,0.0532 AU,5.8 days,0.0
1574,1.426 x Earth,Super Earth,Transit,2.62 Earths,2020,0.0866 AU,9.3 days,0.0
1575,0.23 x Jupiter,Neptune-like,Transit,7.16 Earths,2020,0.1485 AU,20.5 days,0.0
1576,0.256 x Jupiter,Neptune-like,Transit,8.6 Earths,2020,0.2253 AU,47.7 days,0.0
1577,1.875 x Earth,Super Earth,Transit,4.17 Earths,2020,0.1182 AU,15 days,0.0
1578,0.258 x Jupiter,Neptune-like,Transit,8.7 Earths,2020,0.1134 AU,14.8 days,0.0
1579,0.228 x Jupiter,Neptune-like,Transit,7.05 Earths,2020,0.32 AU,69.9 days,0.0
1580,1.36 x Earth,Super Earth,Transit,2.42 Earths,2020,0.0784 AU,8.8 days,0.0
1581,2.069 x Earth,Super Earth,Transit,4.93 Earths,2020,0.0892 AU,9.8 days,0.0
1582,0.295 x Jupiter,Neptune-like,Transit,10.9 Earths,2020,0.5302 AU,148 days,0.0
1583,0.241 x Jupiter,Neptune-like,Transit,7.76 Earths,2020,0.1624 AU,22.1 days,0.0
1584,0.301 x Jupiter,Neptune-like,Transit,11.3 Earths,2020,0.1954 AU,29.9 days,0.0
1585,0.279 x Jupiter,Neptune-like,Transit,9.93 Earths,2020,0.3076 AU,63 days,0.0
1586,0.286 x Jupiter,Neptune-like,Transit,10.4 Earths,2020,0.3017 AU,62.6 days,0.0
1587,0.262 x Jupiter,Neptune-like,Transit,8.93 Earths,2020,0.2127 AU,33.8 days,0.0
1588,0.265 x Jupiter,Neptune-like,Transit,9.11 Earths,2020,0.5726 AU,150.9 days,0.0
1589,1.326 x Earth,Super Earth,Transit,2.32 Earths,2020,0.0491 AU,4.2 days,0.0
1590,0.299 x Jupiter,Neptune-like,Transit,11.2 Earths,2020,0.1528 AU,20.5 days,0.0
1591,0.248 x Jupiter,Neptune-like,Transit,8.15 Earths,2020,0.0745 AU,9.5 days,0.0
1592,0.388 x Jupiter,Neptune-like,Transit,17.4 Earths,2020,0.124 AU,15.4 days,0.0
1593,0.266 x Jupiter,Neptune-like,Transit,9.19 Earths,2020,0.4256 AU,83.6 days,0.0
1594,0.289 x Jupiter,Neptune-like,Transit,10.5 Earths,2020,0.2383 AU,40.7 days,0.0
1595,0.292 x Jupiter,Neptune-like,Transit,10.7 Earths,2020,0.3002 AU,56.8 days,0.0
1596,1.578 x Earth,Super Earth,Transit,3.11 Earths,2020,0.084 AU,9.2 days,0.0
1597,1.393 x Earth,Super Earth,Transit,2.52 Earths,2020,0.046 AU,4 days,0.0
1598,0.357 x Jupiter,Neptune-like,Transit,15.1 Earths,2020,0.1827 AU,29.7 days,0.0
1599,0.27 x Jupiter,Neptune-like,Transit,9.4 Earths,2020,0.3576 AU,86.5 days,0.0
1600,0.257 x Jupiter,Neptune-like,Transit,8.66 Earths,2020,0.1761 AU,25.8 days,0.0
1601,0.253 x Jupiter,Neptune-like,Transit,8.44 Earths,2020,0.1006 AU,12 days,0.0
1602,0.271 x Jupiter,Neptune-like,Transit,9.45 Earths,2020,0.1137 AU,14.4 days,0.0
1603,0.295 x Jupiter,Neptune-like,Transit,10.9 Earths,2020,0.1072 AU,17.6 days,0.0
1604,0.203 x Jupiter,Neptune-like,Transit,5.82 Earths,2020,0.0198 AU,1.3 days,
1605,2.2 x Earth,Neptune-like,Transit,5.48 Earths,2020,0.0419 AU,6.9 days,
1606,0.217 x Jupiter,Neptune-like,Transit,6.48 Earths,2020,0.0331 AU,3.3 days,
1607,2.1 x Earth,Neptune-like,Transit,5.06 Earths,2020,0.1275 AU,24.9 days,
1608,1.92 x Earth,Super Earth,Transit,4.35 Earths,2020,0.0594 AU,8.2 days,
1609,1.95 x Earth,Super Earth,Transit,4.46 Earths,2020,0.041 AU,2.3 days,
1610,0.234 x Jupiter,Neptune-like,Transit,7.37 Earths,2020,0.0142 AU,2 days,
1611,0.249 x Jupiter,Neptune-like,Transit,8.2 Earths,2020,0.1516 AU,26.7 days,
1612,1.66 x Earth,Super Earth,Transit,3.39 Earths,2020,0.0911 AU,7 days,
1613,0.261 x Jupiter,Neptune-like,Transit,8.91 Earths,2020,0.0542 AU,6.2 days,
1614,1.83 x Earth,Super Earth,Transit,4.01 Earths,2020,0.0582 AU,5.3 days,
1615,1.33 x Earth,Super Earth,Transit,2.33 Earths,2020,0.0147 AU,1.1 days,
1616,0.456 x Jupiter (estimate),Neptune-like,Radial Velocity,22.9 Earths,2020,0.112 AU,17.8 days,0.5
1617,0.347 x Jupiter (estimate),Neptune-like,Radial Velocity,14.4 Earths,2020,0.176 AU,34.2 days,0.25
1618,0.708 x Jupiter (estimate),Gas Giant,Radial Velocity,0.15228 Jupiters,2020,3.805 AU,9.5 years,0.16
1619,0.247 x Jupiter (estimate),Neptune-like,Radial Velocity,8.1 Earths,2020,0.256 AU,60.7 days,0.17
1620,0.325 x Jupiter (estimate),Neptune-like,Radial Velocity,12.9 Earths,2020,0.243 AU,55.2 days,0.18
1621,0.369 x Jupiter (estimate),Neptune-like,Radial Velocity,16 Earths,2020,1.165 AU,2 years,0.4
1622,0.33 x Jupiter (estimate),Neptune-like,Radial Velocity,13.2 Earths,2020,0.068 AU,9.6 days,0.1
1623,0.372 x Jupiter (estimate),Neptune-like,Radial Velocity,16.2 Earths,2020,0.283 AU,70 days,0.72
1624,1.1 x Jupiter (estimate),Gas Giant,Imaging,13 Jupiters,2013,84 AU,1767.2 years,
1625,1.26 x Jupiter (estimate),Gas Giant,Microlensing,0.64 Jupiters,2020,Unknown,365 days,
1626,1.22 x Jupiter (estimate),Gas Giant,Microlensing,1.25 Jupiters,2020,2.15 AU,4.6 years,
1627,0.95 x Earth,Terrestrial,Transit,0.809 Earths,2020,Unknown,3.1 days,
1628,0.614 x Jupiter,Neptune-like,Transit,23.51942 Earths,2020,0.05036 AU,4.4 days,0.0
1629,0.606 x Jupiter,Neptune-like,Transit,31.46517 Earths,2020,0.04913 AU,4.3 days,0.0
1630,2.16 x Earth,Super Earth,Transit,7.25 Earths,2020,0.049 AU,4 days,0.07
1631,0.36 x Jupiter (estimate),Neptune-like,Radial Velocity,15.37 Earths,2020,0.3 AU,74.2 days,0.4
1632,1.073 x Earth,Super Earth,Transit,1.25 Earths,2020,0.1633 AU,37.4 days,0.04
1633,0.232 x Jupiter,Neptune-like,Transit,7.27 Earths,2020,0.0929 AU,16.1 days,0.07
1634,0.914 x Earth,Terrestrial,Transit,0.704 Earths,2020,0.0677 AU,10 days,0.07
1635,0.99 x Jupiter,Gas Giant,Transit,0.67 Jupiters,2020,0.1525 AU,29.1 days,0.04
1636,1.086 x Jupiter,Gas Giant,Transit,0.791 Jupiters,2020,0.03524 AU,2.3 days,0.0
1637,1.286 x Jupiter,Gas Giant,Transit,1.18 Jupiters,2020,0.03138 AU,2.1 days,0.0
1638,0.891 x Jupiter,Gas Giant,Transit,0.225 Jupiters,2020,0.0748 AU,7 days,0.06
1639,2.03 x Jupiter,Gas Giant,Transit,3.213 Jupiters,2020,0.01782 AU,1 days,0.0
1640,0.347 x Jupiter,Gas Giant,Radial Velocity,0.13353 Jupiters,2020,0.262 AU,55.1 days,0.2
1641,0.267 x Jupiter,Neptune-like,Transit,2.8 Earths,2020,0.2132 AU,38.4 days,0.03
1642,0.285 x Jupiter,Neptune-like,Transit,8 Earths,2020,0.1752 AU,28.6 days,0.03
1643,0.304 x Jupiter,Neptune-like,Transit,10 Earths,2020,0.0804 AU,8.9 days,0.03
1644,1.1 x Jupiter,Gas Giant,Imaging,6 Jupiters,2020,320 AU,5727.6 years,
1645,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.392 Jupiters,2020,0.2044 AU,34.5 days,0.18
1646,0.756 x Jupiter,Gas Giant,Transit,0.287 Jupiters,2020,0.08215 AU,8.8 days,0.21
1647,1.159 x Jupiter,Gas Giant,Transit,0.731 Jupiters,2020,0.0234 AU,1.8 days,< 0.057
1648,1.031 x Jupiter,Gas Giant,Transit,0.592 Jupiters,2020,0.0282 AU,2.7 days,< 0.012
1649,0.451 x Jupiter,Neptune-like,Transit,26.78 Earths,2020,0.0391 AU,3.5 days,0.06
1650,0.29 x Jupiter (estimate),Neptune-like,Radial Velocity,10.6 Earths,2020,0.142 AU,24.4 days,0.11
1651,1.27 x Jupiter (estimate),Gas Giant,Microlensing,0.41 Jupiters,2020,3.5 AU,8.8 years,
1652,0.325 x Jupiter,Gas Giant,Transit,0.13152 Jupiters,2020,0.0155 AU,0.8 days,0.0
1653,0.817 x Jupiter,Gas Giant,Transit,0.344 Jupiters,2020,0.201 AU,35.5 days,0.13
1654,Unknown,Gas Giant,Transit Timing Variations,0.31463 Jupiters,2020,0.17 AU,30 days,
1655,0.238 x Jupiter (estimate),Neptune-like,Radial Velocity,7.6 Earths,2020,0.12 AU,21.8 days,
1656,1.88 x Earth (estimate),Super Earth,Radial Velocity,4.2 Earths,2020,0.068 AU,9.3 days,0.0
1657,1.15 x Jupiter (estimate),Gas Giant,Microlensing,4.4 Jupiters,2020,2.8 AU,7.2 years,
1658,1.15 x Jupiter (estimate),Gas Giant,Microlensing,4.42 Jupiters,2020,6.03 AU,14.2 years,
1659,0.238 x Jupiter (estimate),Neptune-like,Microlensing,7.59 Earths,2020,4.27 AU,8.3 years,
1660,1.82 x Earth (estimate),Super Earth,Microlensing,3.96 Earths,2020,0.63 AU,1.4 years,
1661,1.28 x Jupiter (estimate),Gas Giant,Microlensing,0.433 Jupiters,2020,0.85 AU,2.8 years,
1662,0.748 x Jupiter (estimate),Gas Giant,Microlensing,0.167 Jupiters,2020,4.43 AU,14.8 years,
1663,0.353 x Jupiter,Neptune-like,Transit,20.12 Earths,2020,0.0649 AU,8.5 days,0.01
1664,1.07 x Jupiter (estimate),Gas Giant,Radial Velocity,24.128 Jupiters,2020,3.233 AU,2.8 years,0.1
1665,1.69 x Earth,Super Earth,Transit,6.69 Earths,2020,0.03845 AU,3.4 days,0.05
1666,2.39 x Earth,Super Earth,Transit,8.04 Earths,2020,0.0757 AU,12.3 days,0.02
1667,1.325 x Earth,Super Earth,Transit,2.46 Earths,2020,0.01195 AU,0.8 days,0.0
1668,1.17 x Jupiter (estimate),Gas Giant,Radial Velocity,3.05046 Jupiters,2020,2.46633 AU,3.8 years,0.41
1669,1.505 x Jupiter,Gas Giant,Transit,0.855 Jupiters,2020,0.0535 AU,3.9 days,0.0
1670,1.07 x Jupiter,Gas Giant,Transit,8.46 Jupiters,2020,0.0694 AU,5.6 days,0.38
1671,0.809 x Jupiter,Gas Giant,Transit,0.23314 Jupiters,2020,0.145 AU,18.7 days,0.0
1672,1.83 x Earth (estimate),Super Earth,Radial Velocity,4 Earths,2020,0.103 AU,12.5 days,0.12
1673,0.235 x Jupiter,Neptune-like,Transit,24.5 Earths,2019,0.13 AU,17 days,0.04
1674,1.17 x Jupiter,Gas Giant,Transit,1.236 Jupiters,2020,0.1038 AU,11.2 days,0.43
1675,0.79 x Jupiter,Gas Giant,Transit,0.22339 Jupiters,2020,0.5135 AU,134.5 days,0.0
1676,0.485 x Jupiter,Neptune-like,Transit,15 Earths,2020,0.8453 AU,284.2 days,0.0
1677,1.363 x Jupiter,Gas Giant,Transit,1.39 Jupiters,2002,0.02383 AU,1.2 days,< 0.67
1678,1.06 x Earth,Super Earth,Transit,1.2 Earths,2020,0.0649 AU,19.5 days,0.0
1679,0.21 x Jupiter (estimate),Neptune-like,Radial Velocity,6.14 Earths,2020,Unknown,12 days,
1680,0.209 x Jupiter (estimate),Neptune-like,Radial Velocity,6.08 Earths,2020,Unknown,8 days,
1681,2.18 x Earth (estimate),Neptune-like,Radial Velocity,5.41 Earths,2020,Unknown,5.2 days,
1682,2.23 x Earth (estimate),Neptune-like,Radial Velocity,5.6 Earths,2020,Unknown,3.4 days,
1683,1.282 x Earth,Super Earth,Radial Velocity,2.22 Earths,2020,Unknown,2.2 days,
1684,1.46 x Jupiter,Gas Giant,Transit,0.84 Jupiters,2020,0.0586 AU,4.6 days,0.02
1685,1.009 x Jupiter,Gas Giant,Transit,2.9 Jupiters,2020,0.0844 AU,9.1 days,0.01
1686,1.1 x Jupiter (estimate),Gas Giant,Imaging,14 Jupiters,2020,162 AU,2063.1 years,
1687,1.16 x Jupiter,Gas Giant,Transit,1.05717 Jupiters,2020,0.0731 AU,8.4 days,0.04
1688,0.327 x Jupiter,Neptune-like,Transit,19.8 Earths,2020,0.0453 AU,4.1 days,0.05
1689,1.24 x Jupiter (estimate),Gas Giant,Microlensing,0.79 Jupiters,2020,3.4 AU,19.8 years,
1690,1.205 x Jupiter,Gas Giant,Transit,2.162 Jupiters,2020,0.0143 AU,0.8 days,0.0
1691,1.19 x Jupiter (estimate),Gas Giant,Microlensing,2.2 Jupiters,2019,3.5 AU,9.4 years,
1692,1.12 x Jupiter (estimate),Gas Giant,Microlensing,9.51 Jupiters,2019,0.39 AU,165.2 days,
1693,1.53 x Jupiter,Gas Giant,Transit,3.1 Jupiters,2020,0.047 AU,2.8 days,0.0
1694,1.088 x Earth,Super Earth,Transit,1.58 Earths,2020,0.0404 AU,3.8 days,0.0
1695,0.305 x Jupiter,Neptune-like,Transit,22.4 Earths,2020,0.026 AU,2.1 days,0.06
1696,0.345 x Jupiter,Neptune-like,Transit,17 Earths,2020,0.633 AU,175.1 days,0.06
1697,0.722 x Jupiter,Gas Giant,Transit,39.85588 Earths,2020,0.066517 AU,7.3 days,< 0.013
1698,0.765 x Jupiter,Gas Giant,Transit,0.353 Jupiters,2020,0.04515 AU,4.1 days,< 0.071
1699,0.8 x Jupiter,Gas Giant,Transit,0.243 Jupiters,2020,0.03769 AU,3.1 days,< 0.162
1700,1.117 x Jupiter,Gas Giant,Transit,0.369 Jupiters,2020,0.04269 AU,3.9 days,< 0.088
1701,1.16 x Earth (estimate),Super Earth,Radial Velocity,1.64 Earths,2020,0.054 AU,13 days,< 0.53
1702,1.18 x Earth (estimate),Super Earth,Radial Velocity,1.74 Earths,2020,0.035 AU,6.7 days,< 0.29
1703,1.1 x Earth (estimate),Super Earth,Radial Velocity,1.37 Earths,2020,0.021 AU,3.2 days,< 0.31
1704,0.352 x Jupiter,Neptune-like,Transit,10.18 Earths,2020,0.22 AU,35.7 days,0.15
1705,0.327 x Jupiter,Neptune-like,Transit,14.67 Earths,2020,0.13 AU,15.6 days,0.07
1706,1.95 x Earth,Super Earth,Transit,8.75 Earths,2020,0.047 AU,3.6 days,0.06
1707,0.261 x Jupiter,Neptune-like,Transit,13.6 Earths,2020,0.137 AU,20 days,0.17
1708,1.63 x Earth,Super Earth,Transit,4.07 Earths,2020,0.0208 AU,1.4 days,0.0
1709,2.14 x Earth (estimate),Neptune-like,Radial Velocity,5.223 Earths,2020,0.178 AU,36.1 days,0.07
1710,0.249 x Jupiter (estimate),Neptune-like,Radial Velocity,8.2 Earths,2020,0.079 AU,11.9 days,0.22
1711,0.256 x Jupiter (estimate),Neptune-like,Radial Velocity,8.58137 Earths,2020,0.384 AU,121.9 days,0.37
1712,0.237 x Jupiter (estimate),Neptune-like,Radial Velocity,7.56 Earths,2020,0.309 AU,106.3 days,0.14
1713,1.193 x Earth,Super Earth,Transit,1.32 Earths,2020,0.00915 AU,0.5 days,0.0
1714,0.714 x Jupiter,Neptune-like,Transit,18.75188 Earths,2019,0.1293 AU,17.2 days,0.16
1715,0.901 x Jupiter,Gas Giant,Transit,0.56 Jupiters,2019,0.2069 AU,34.5 days,0.0
1716,1.255 x Jupiter,Gas Giant,Transit,2.51 Jupiters,2019,0.07037 AU,5.9 days,0.26
1717,1.41 x Earth (estimate),Super Earth,Radial Velocity,2.58 Earths,2019,0.0662 AU,6.7 days,0.14
1718,2.133 x Earth,Neptune-like,Transit,4.78 Earths,2019,0.0721 AU,11.4 days,0.03
1719,0.21 x Jupiter,Neptune-like,Transit,6.15 Earths,2019,0.04526 AU,5.7 days,0.03
1720,1.206 x Earth,Super Earth,Transit,1.58 Earths,2019,0.03197 AU,3.4 days,0.03
1721,0.965 x Jupiter,Gas Giant,Transit,5.42 Jupiters,2019,0.0914 AU,9.5 days,0.38
1722,1.489 x Jupiter,Gas Giant,Transit,1.22 Jupiters,2019,0.058 AU,4.2 days,0.0
1723,0.246 x Jupiter,Neptune-like,Transit,6.63 Earths,2019,0.0814 AU,9.2 days,0.07
1724,0.243 x Jupiter,Neptune-like,Transit,9.5 Earths,2019,0.05186 AU,4.7 days,0.19
1725,0.599 x Jupiter,Neptune-like,Transit,36.4 Earths,2020,0.423 AU,83.9 days,0.0
1726,1.613 x Earth,Super Earth,Transit,5.72 Earths,2020,0.01661 AU,0.7 days,0.0
1727,1.28 x Jupiter (estimate),Gas Giant,Radial Velocity,0.437 Jupiters,2019,0.0664 AU,5.2 days,0.08
1728,1.86 x Earth (estimate),Super Earth,Radial Velocity,4.13 Earths,2019,0.0651 AU,5.5 days,< 0.07
1729,1.65 x Earth (estimate),Super Earth,Radial Velocity,3.35 Earths,2019,0.0422 AU,2.9 days,< 0.07
1730,0.273 x Jupiter (estimate),Neptune-like,Radial Velocity,9.6 Earths,2019,0.0733 AU,6.6 days,< 0.057
1731,0.472 x Jupiter (estimate),Neptune-like,Radial Velocity,24.27 Earths,2019,0.1462 AU,18.6 days,< 0.083
1732,1.373 x Jupiter,Gas Giant,Transit,0.709 Jupiters,2019,0.04421 AU,2.9 days,0.04
1733,1.9 x Earth,Super Earth,Transit,4 Earths,2019,0.0418 AU,5.7 days,0.0
1734,1.09 x Jupiter (estimate),Gas Giant,Imaging,16 Jupiters,2019,2880 AU,257742.3 years,
1735,1.09 x Jupiter (estimate),Gas Giant,Imaging,15 Jupiters,2019,3500 AU,360656.2 years,
1736,0.765 x Jupiter (estimate),Gas Giant,Transit Timing Variations,0.17368 Jupiters,2019,0.035 AU,2.2 days,< 0.015
1737,0.837 x Jupiter (estimate),Gas Giant,Transit Timing Variations,0.20199 Jupiters,2019,Unknown,7.6 days,< 0.05
1738,0.42 x Jupiter (estimate),Neptune-like,Radial Velocity,19.95 Earths,2019,0.056798 AU,4.8 days,0.0
1739,1.745 x Earth,Super Earth,Transit,8.83 Earths,2019,0.02012 AU,1 days,0.0
1740,1.062 x Jupiter,Gas Giant,Transit,0.668 Jupiters,2017,0.0423 AU,3.5 days,0.0
1741,1.22 x Earth (estimate),Super Earth,Pulsar Timing,1.97 Earths,2017,10.26 AU,27.8 years,0.24
1742,1.07 x Jupiter,Gas Giant,Transit,2.9 Jupiters,2019,0.058 AU,4.4 days,0.06
1743,1.09 x Jupiter,Gas Giant,Transit,0.93 Jupiters,2019,0.035 AU,2.5 days,0.01
1744,1.2 x Jupiter (estimate),Gas Giant,Radial Velocity,1.78 Jupiters,2018,2.827 AU,5.6 years,0.36
1745,0.832 x Jupiter (estimate),Gas Giant,Radial Velocity,0.2 Jupiters,2018,2.729 AU,4.7 years,0.19
1746,1.18 x Jupiter (estimate),Gas Giant,Radial Velocity,2.58 Jupiters,2007,2.37 AU,3.7 years,0.48
1747,1.07 x Jupiter (estimate),Gas Giant,Transit Timing Variations,22 Jupiters,2017,4.2 AU,6.8 years,0.65
1748,0.218 x Jupiter,Neptune-like,Transit,7.1 Earths,2019,0.02961 AU,5 days,0.0
1749,1.212 x Earth,Super Earth,Transit,1.94 Earths,2019,0.00978 AU,0.9 days,0.0
1750,1.06 x Jupiter (estimate),Gas Giant,Radial Velocity,27.204 Jupiters,2019,3.496 AU,4.8 years,0.6
1751,1.26 x Jupiter (estimate),Gas Giant,Microlensing,0.6 Jupiters,2019,0.48 AU,1.9 years,
1752,1.16 x Jupiter (estimate),Gas Giant,Microlensing,0.348 Jupiters,2019,0.763 AU,2.2 years,
1753,0.89 x Jupiter,Gas Giant,Transit,1.01 Jupiters,2019,0.2409 AU,53.5 days,0.1
1754,0.572 x Jupiter,Gas Giant,Transit,0.31 Jupiters,2019,0.1083 AU,12.4 days,< 0.21
1755,0.499 x Jupiter,Gas Giant,Transit,0.24 Jupiters,2019,0.0825 AU,8.2 days,< 0.43
1756,1.18 x Jupiter (estimate),Gas Giant,Microlensing,2.54 Jupiters,2019,2.07 AU,5.1 years,
1757,1.14 x Jupiter (estimate),Gas Giant,Eclipse Timing Variations,5.54 Jupiters,2019,Unknown,24.1 years,0.15
1758,1.14 x Jupiter (estimate),Gas Giant,Radial Velocity,6.31 Jupiters,2019,28.4 AU,45.2 years,0.4
1759,1.15 x Jupiter (estimate),Gas Giant,Eclipse Timing Variations,4.5 Jupiters,2011,5.4 AU,12 years,0.51
1760,1.14 x Jupiter (estimate),Gas Giant,Eclipse Timing Variations,5.9 Jupiters,2011,3.6 AU,6.5 years,0.0
1761,1.18 x Jupiter (estimate),Gas Giant,Disk Kinematics,2.5 Jupiters,2019,130 AU,957.3 years,
1762,1.24 x Jupiter (estimate),Gas Giant,Radial Velocity,0.87 Jupiters,2019,2.153 AU,2.7 years,0.08
1763,0.595 x Jupiter (estimate),Neptune-like,Radial Velocity,36 Earths,2018,5.4 AU,20.8 years,0.27
1764,1.55 x Earth (estimate),Super Earth,Radial Velocity,3.03 Earths,2014,0.072 AU,11.4 days,0.09
1765,1.23 x Jupiter,Gas Giant,Transit,2.3 Jupiters,2019,0.0408 AU,2.9 days,0.0
1766,1.25 x Jupiter,Gas Giant,Transit,0.98 Jupiters,2019,0.0904 AU,9.4 days,0.24
1767,1.33 x Jupiter,Gas Giant,Transit,0.57 Jupiters,2019,0.0627 AU,5.2 days,0.0
1768,1.81 x Jupiter,Gas Giant,Transit,1.66 Jupiters,2019,0.0558 AU,3.3 days,0.0
1769,0.258 x Jupiter (estimate),Neptune-like,Radial Velocity,8.7 Earths,2014,0.176 AU,57.3 days,0.1
1770,1.93 x Earth (estimate),Super Earth,Radial Velocity,4.4 Earths,2014,0.08 AU,17.5 days,0.08
1771,0.56 x Jupiter (estimate),Neptune-like,Radial Velocity,32.422 Earths,2014,4.819 AU,14 years,0.12
1772,0.297 x Jupiter (estimate),Neptune-like,Radial Velocity,11.07 Earths,2014,0.111 AU,20.1 days,0.11
1773,0.327 x Jupiter (estimate),Neptune-like,Radial Velocity,13 Earths,2014,0.101 AU,15.8 days,0.08
1774,0.354 x Jupiter (estimate),Neptune-like,Radial Velocity,14.93794 Earths,2014,1.086 AU,1.6 years,0.4
1775,0.215 x Jupiter (estimate),Neptune-like,Radial Velocity,6.4 Earths,2014,0.129 AU,24.3 days,0.09
1776,0.217 x Jupiter (estimate),Neptune-like,Radial Velocity,6.49 Earths,2014,0.092 AU,17.1 days,0.07
1777,0.283 x Jupiter (estimate),Neptune-like,Radial Velocity,10.2 Earths,2014,0.053 AU,5.2 days,0.06
1778,1.27 x Jupiter (estimate),Gas Giant,Radial Velocity,0.46 Jupiters,2019,0.337 AU,203.7 days,0.44
1779,1.24 x Jupiter,Gas Giant,Transit,0.9 Jupiters,2019,0.048 AU,3.4 days,0.0
1780,1.326 x Jupiter,Gas Giant,Transit,1.339 Jupiters,2019,0.01677 AU,0.9 days,0.0
1781,0.85 x Jupiter,Gas Giant,Transit,0.148 Jupiters,2019,0.0451 AU,3.4 days,0.0
1782,1.208 x Jupiter,Gas Giant,Transit,0.99 Jupiters,2019,0.04403 AU,3.1 days,0.0
1783,0.98 x Jupiter,Gas Giant,Transit,1.084 Jupiters,2019,0.0504 AU,3.8 days,0.0
1784,1.304 x Jupiter,Gas Giant,Transit,0.561 Jupiters,2019,0.0681 AU,5.6 days,0.0
1785,1.15 x Jupiter (estimate),Gas Giant,Microlensing,4.8 Jupiters,2019,5 AU,15 years,0.0
1786,1.134 x Jupiter,Gas Giant,Transit,4.59 Jupiters,2019,0.0665 AU,5.6 days,0.03
1787,0.884 x Jupiter,Gas Giant,Transit,0.222 Jupiters,2019,Unknown,3.4 days,
1788,1.18 x Jupiter (estimate),Gas Giant,Microlensing,2.8 Jupiters,2019,0.8 AU,1.7 years,
1789,1.2 x Jupiter (estimate),Gas Giant,Microlensing,1.8 Jupiters,2019,1.8 AU,5.7 years,
1790,1.28 x Jupiter (estimate),Gas Giant,Microlensing,0.43 Jupiters,2019,1.7 AU,4 years,
1791,1.08 x Jupiter (estimate),Gas Giant,Microlensing,18 Jupiters,2018,2.2 AU,4.7 years,
1792,1.17 x Jupiter (estimate),Gas Giant,Radial Velocity,3.31 Jupiters,2019,18 AU,74 years,0.84
1793,1.11 x Jupiter (estimate),Gas Giant,Radial Velocity,10.139 Jupiters,2019,2.68 AU,3.3 years,0.31
1794,1.095 x Jupiter,Gas Giant,Transit,1.03 Jupiters,2019,0.05798 AU,4.2 days,< 0.168
1795,1.139 x Jupiter,Gas Giant,Transit,3.147 Jupiters,2019,0.03493 AU,2.4 days,< 0.028
1796,1.688 x Jupiter,Gas Giant,Transit,0.602 Jupiters,2019,0.06043 AU,4.3 days,< 0.019
1797,1.18 x Earth,Super Earth,Transit,2.73 Earths,2019,0.022 AU,5.4 days,0.19
1798,0.216 x Jupiter,Neptune-like,Transit,6.44 Earths,2019,Unknown,2.2 days,
1799,0.218 x Jupiter,Neptune-like,Transit,6.52 Earths,2019,Unknown,7.5 days,
1800,1.423 x Earth,Super Earth,Transit,2.61 Earths,2019,Unknown,3.4 days,
1801,1.251 x Jupiter,Gas Giant,Transit,0.921 Jupiters,2019,0.05412 AU,4.2 days,< 0.092
1802,1.015 x Jupiter,Gas Giant,Transit,0.753 Jupiters,2019,0.037 AU,2.5 days,0.0
1803,1.87 x Jupiter,Gas Giant,Transit,6.78 Jupiters,2019,0.04739 AU,2.7 days,0.0
1804,1.676 x Jupiter,Gas Giant,Transit,3.58 Jupiters,2019,0.06555 AU,4.8 days,0.0
1805,2.19 x Earth,Super Earth,Transit,7.49 Earths,2019,0.0327 AU,4 days,0.07
1806,0.209 x Jupiter (estimate),Neptune-like,Radial Velocity,6.1 Earths,2019,0.204 AU,55.7 days,
1807,1.66 x Earth (estimate),Super Earth,Radial Velocity,3.4 Earths,2019,0.061 AU,9.1 days,
