id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
218,LHS 1678 d,19.8782,0.907 Earths,12.6,2024,https://science.nasa.gov/exoplanet-catalog/lhs-1678-d/
219,Teegarden’s Star d,3.83078,0.82 Earths,15.13,2024,https://science.nasa.gov/exoplanet-catalog/teegardens-star-d/
220,TOI-1199 b,248.427,0.239 Jupiters,11.093,2024,https://science.nasa.gov/exoplanet-catalog/toi-1199-b/
221,TOI-1273 b,177.118,0.222 Jupiters,10.98,2024,https://science.nasa.gov/exoplanet-catalog/toi-1273-b/
222,TOI-1347 b,147.476,11.1 Earths,11.168,2024,https://science.nasa.gov/exoplanet-catalog/toi-1347-b/
223,TOI-1347 c,147.476,6.4 Earths,11.168,2024,https://science.nasa.gov/exoplanet-catalog/toi-1347-c/
224,TOI-1135 b,114.048,0.162 Jupiters,9.54,2024,https://science.nasa.gov/exoplanet-catalog/toi-1135-b/
225,TOI-904 b,46.0891,6.46 Earths,12.588,2023,https://science.nasa.gov/exoplanet-catalog/toi-904-b/
226,TOI-904 c,46.0891,5.34 Earths,12.588,2023,https://science.nasa.gov/exoplanet-catalog/toi-904-c/
227,TOI-1386 b,146.858,0.1441 Jupiters,10.61,2024,https://science.nasa.gov/exoplanet-catalog/toi-1386-b/
228,TOI-1386 c,146.858,0.23661 Jupiters,10.61,2024,https://science.nasa.gov/exoplanet-catalog/toi-1386-c/
229,Kepler-139 d,391.038,4.65808 Earths,12.775,2023,https://science.nasa.gov/exoplanet-catalog/kepler-139-d/
230,Kepler-48 f,306.738,0.93944 Jupiters,13.174,2023,https://science.nasa.gov/exoplanet-catalog/kepler-48-f/
231,Kepler-100 e,304.645,24.14272 Earths,11.055,2023,https://science.nasa.gov/exoplanet-catalog/kepler-100-e/
232,Kepler-139 e,391.038,1.34071 Jupiters,12.775,2023,https://science.nasa.gov/exoplanet-catalog/kepler-139-e/
233,HD 134606 b,26.7909,9.09 Earths,6.86,2024,https://science.nasa.gov/exoplanet-catalog/hd-134606-b/
234,HD 134606 f,26.7909,5.63 Earths,6.86,2024,https://science.nasa.gov/exoplanet-catalog/hd-134606-f/
235,HD 134606 c,26.7909,11.31 Earths,6.86,2024,https://science.nasa.gov/exoplanet-catalog/hd-134606-c/
236,HD 134606 d,26.7909,0.14096 Jupiters,6.86,2024,https://science.nasa.gov/exoplanet-catalog/hd-134606-d/
237,HD 134606 e,26.7909,2.34 Earths,6.86,2024,https://science.nasa.gov/exoplanet-catalog/hd-134606-e/
238,TOI-238 b,80.5407,3.4 Earths,10.748,2024,https://science.nasa.gov/exoplanet-catalog/toi-238-b/
239,TOI-1751 b,113.335,19.5 Earths,9.327,2024,https://science.nasa.gov/exoplanet-catalog/toi-1751-b/
240,TOI-238 c,80.5407,6.7 Earths,10.748,2024,https://science.nasa.gov/exoplanet-catalog/toi-238-c/
241,Wolf 327 b,28.5321,2.53 Earths,13.018,2024,https://science.nasa.gov/exoplanet-catalog/wolf-327-b/
242,TOI-2266 b,51.6004,2.99 Earths,16.54,2024,https://science.nasa.gov/exoplanet-catalog/toi-2266-b/
243,KMT-2018-BLG-0885L b,6890,29 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-0885l-b/
244,KMT-2019-BLG-0297L b,3090,19 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-0297l-b/
245,KMT-2019-BLG-0335L b,7710,21 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-0335l-b/
246,OGLE-2019-BLG-1180L b,6070,1.747 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/ogle-2019-blg-1180l-b/
247,HD 63433 d,22.4035,1.25 Earths,6.92035,2023,https://science.nasa.gov/exoplanet-catalog/hd-63433-d/
248,KMT-2021-BLG-1770L b,6920,21 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2021-blg-1770l-b/
249,TOI-2416 b,557.733,3 Jupiters,13.019,2023,https://science.nasa.gov/exoplanet-catalog/toi-2416-b/
250,TOI-2524 b,438.842,0.64 Jupiters,12.8,2023,https://science.nasa.gov/exoplanet-catalog/toi-2524-b/
251,LHS 3154 b,15.7606,13.15 Earths,17.65,2023,https://science.nasa.gov/exoplanet-catalog/lhs-3154-b/
252,TOI-2373 b,508.686,9.3 Jupiters,13.251,2023,https://science.nasa.gov/exoplanet-catalog/toi-2373-b/
253,TOI-4641 b,86.3501,3.87 Jupiters,7.51,2023,https://science.nasa.gov/exoplanet-catalog/toi-4641-b/
254,HD 112570 b,101.166,3.42 Jupiters,6.11055,2023,https://science.nasa.gov/exoplanet-catalog/hd-112570-b/
255,HD 154391 b,100.947,9.1 Jupiters,6.1552,2023,https://science.nasa.gov/exoplanet-catalog/hd-154391-b/
256,KMT-2021-BLG-1547L b,5070,1.47 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2021-blg-1547l-b/
257,TOI-544 c,41.1166,21.5 Earths,10.777,2023,https://science.nasa.gov/exoplanet-catalog/toi-544-c/
258,HD 88986 b,33.2673,17.2 Earths,6.46974,2023,https://science.nasa.gov/exoplanet-catalog/hd-88986-b/
259,HD 110067 b,32.1585,5.69 Earths,8.419,2023,https://science.nasa.gov/exoplanet-catalog/hd-110067-b/
260,HD 110067 c,32.1585,6.3 Earths,8.419,2023,https://science.nasa.gov/exoplanet-catalog/hd-110067-c/
261,HD 110067 d,32.1585,8.52 Earths,8.419,2023,https://science.nasa.gov/exoplanet-catalog/hd-110067-d/
262,HD 110067 e,32.1585,3.9 Earths,8.419,2023,https://science.nasa.gov/exoplanet-catalog/hd-110067-e/
263,HD 110067 f,32.1585,5.04 Earths,8.419,2023,https://science.nasa.gov/exoplanet-catalog/hd-110067-f/
264,HD 110067 g,32.1585,8.4 Earths,8.419,2023,https://science.nasa.gov/exoplanet-catalog/hd-110067-g/
265,TOI-2134 b,22.6202,9.13 Earths,8.933,2023,https://science.nasa.gov/exoplanet-catalog/toi-2134-b/
266,TOI-2134 c,22.6202,0.1318 Jupiters,8.933,2023,https://science.nasa.gov/exoplanet-catalog/toi-2134-c/
267,TOI-4377 b,455.82,0.957 Jupiters,11.707,2023,https://science.nasa.gov/exoplanet-catalog/toi-4377-b/
268,TOI-1736 b,88.9482,12.3 Earths,8.953,2023,https://science.nasa.gov/exoplanet-catalog/toi-1736-b/
269,TOI-2010 b,109.19,1.286 Jupiters,9.849,2023,https://science.nasa.gov/exoplanet-catalog/toi-2010-b/
270,TOI-2141 b,77.682,24 Earths,9.46,2023,https://science.nasa.gov/exoplanet-catalog/toi-2141-b/
271,TOI-4551 b,215.986,1.49 Jupiters,9.973,2023,https://science.nasa.gov/exoplanet-catalog/toi-4551-b/
272,TOI-1736 c,88.9482,8.7 Jupiters,8.953,2023,https://science.nasa.gov/exoplanet-catalog/toi-1736-c/
273,AU Microscopii d,9.7221,1.053 Earths,8.81,2023,https://science.nasa.gov/exoplanet-catalog/au-microscopii-d/
274,GJ 806 b,12.0445,1.9 Earths,10.79,2023,https://science.nasa.gov/exoplanet-catalog/gj-806-b/
275,GJ 806 c,12.0445,5.8 Earths,10.79,2023,https://science.nasa.gov/exoplanet-catalog/gj-806-c/
276,TOI-1420 b,201.918,25.1 Earths,11.655,2023,https://science.nasa.gov/exoplanet-catalog/toi-1420-b/
277,TOI-1194 b,149.667,0.37756 Jupiters,11.302,2023,https://science.nasa.gov/exoplanet-catalog/toi-1194-b/
278,TOI-5344 b,138.367,0.412 Jupiters,15.402,2023,https://science.nasa.gov/exoplanet-catalog/toi-5344-b/
279,TOI-5398 c,130.855,11.8 Earths,10.059,2023,https://science.nasa.gov/exoplanet-catalog/toi-5398-c/
280,TOI-5126 b,160.414,20.2 Earths,10.141,2023,https://science.nasa.gov/exoplanet-catalog/toi-5126-b/
281,TOI-5126 c,160.414,14.2 Earths,10.141,2023,https://science.nasa.gov/exoplanet-catalog/toi-5126-c/
282,HIP 66074 b,35.4438,5 Jupiters,10.25,2023,https://science.nasa.gov/exoplanet-catalog/hip-66074-b/
283,Kepler-1513 c,349.247,0.266 Jupiters,13.071,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1513-c/
284,GJ 724 b,16.9658,10.75 Earths,10.638,2023,https://science.nasa.gov/exoplanet-catalog/gj-724-b/
285,GJ 3988 b,9.9105,3.69 Earths,13.627,2023,https://science.nasa.gov/exoplanet-catalog/gj-3988-b/
286,TOI-1801 b,30.6796,5.738 Earths,11.58,2023,https://science.nasa.gov/exoplanet-catalog/toi-1801-b/
287,TOI-858 B b,250.489,1.1 Jupiters,11.183,2023,https://science.nasa.gov/exoplanet-catalog/toi-858-b-b/
288,HAT-P-2 c,127.774,10.7 Jupiters,8.72,2023,https://science.nasa.gov/exoplanet-catalog/hat-p-2-c/
289,TOI-199 c,102.27,0.28 Jupiters,10.701,2023,https://science.nasa.gov/exoplanet-catalog/toi-199-c/
290,TOI-199 b,102.27,0.17 Jupiters,10.701,2023,https://science.nasa.gov/exoplanet-catalog/toi-199-b/
291,TOI-1408 b,139.484,1.86579 Jupiters,9.270001,2023,https://science.nasa.gov/exoplanet-catalog/toi-1408-b/
292,TOI-4600 c,216.056,9.27 Jupiters,12.577,2023,https://science.nasa.gov/exoplanet-catalog/toi-4600-c/
293,TOI-4600 b,216.056,3.02 Jupiters,12.577,2023,https://science.nasa.gov/exoplanet-catalog/toi-4600-b/
294,TOI-4201 b,189.011,2.48 Jupiters,15.163,2023,https://science.nasa.gov/exoplanet-catalog/toi-4201-b/
295,TOI-1853 b,165.105,0.23031 Jupiters,12.178,2023,https://science.nasa.gov/exoplanet-catalog/toi-1853-b/
296,LHS 475 b,12.4814,0.941 Earths,13,2023,https://science.nasa.gov/exoplanet-catalog/lhs-475-b/
297,HIP 113103 c,46.2122,6.35 Earths,9.95,2023,https://science.nasa.gov/exoplanet-catalog/hip-113103-c/
298,HIP 113103 b,46.2122,4 Earths,9.95,2023,https://science.nasa.gov/exoplanet-catalog/hip-113103-b/
299,HD 99492 c,18.2038,17.9 Earths,7.56727,2023,https://science.nasa.gov/exoplanet-catalog/hd-99492-c/
300,75 Ceti c,82.9613,0.912 Jupiters,5.3532,2023,https://science.nasa.gov/exoplanet-catalog/75-ceti-c/
301,TOI-332 b,222.852,0.17997 Jupiters,12.349,2023,https://science.nasa.gov/exoplanet-catalog/toi-332-b/
302,KMT-2022-BLG-1013L b,7710,0.31 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2022-blg-1013l-b/
303,KMT-2022-BLG-0371L b,7140,0.26 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2022-blg-0371l-b/
304,KMT-2021-BLG-2010L b,7090,1.07 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2021-blg-2010l-b/
305,HIP 29442 d,68.192,5.14 Earths,9.49,2023,https://science.nasa.gov/exoplanet-catalog/hip-29442-d/
306,HIP 29442 c,68.192,4.5 Earths,9.49,2023,https://science.nasa.gov/exoplanet-catalog/hip-29442-c/
307,HD 75302 b,30.3288,5.4 Jupiters,7.45,2023,https://science.nasa.gov/exoplanet-catalog/hd-75302-b/
308,HD 73256 c,36.708,16 Jupiters,8.08,2023,https://science.nasa.gov/exoplanet-catalog/hd-73256-c/
309,HD 185283 b,31.395,1.3 Jupiters,9.03,2023,https://science.nasa.gov/exoplanet-catalog/hd-185283-b/
310,HD 135625 b,56.518,2.3 Jupiters,7.72,2023,https://science.nasa.gov/exoplanet-catalog/hd-135625-b/
311,HD 108202 b,38.6846,3 Jupiters,10.26,2023,https://science.nasa.gov/exoplanet-catalog/hd-108202-b/
312,GJ 9404 b,23.8839,11.9 Earths,10.62,2023,https://science.nasa.gov/exoplanet-catalog/gj-9404-b/
313,TOI-4860 b,80.1423,0.273 Jupiters,16.47,2023,https://science.nasa.gov/exoplanet-catalog/toi-4860-b/
314,TOI-2095 c,41.9176,7.4 Earths,13.19,2023,https://science.nasa.gov/exoplanet-catalog/toi-2095-c/
315,TOI-2095 b,41.9176,4.1 Earths,13.19,2023,https://science.nasa.gov/exoplanet-catalog/toi-2095-b/
316,TOI-198 b,23.7262,2.67 Earths,11.688,2023,https://science.nasa.gov/exoplanet-catalog/toi-198-b/
317,MWC 758 c,159.537,Unknown,8.270001,2023,https://science.nasa.gov/exoplanet-catalog/mwc-758-c/
318,HD 36384 b,209.309,6.6 Jupiters,6.18839,2023,https://science.nasa.gov/exoplanet-catalog/hd-36384-b/
319,TOI-1052 c,129.804,34.3 Earths,9.511,2023,https://science.nasa.gov/exoplanet-catalog/toi-1052-c/
320,TOI-1052 b,129.804,16.9 Earths,9.511,2023,https://science.nasa.gov/exoplanet-catalog/toi-1052-b/
321,TOI-470 b,130.46,17.4 Earths,11.171,2023,https://science.nasa.gov/exoplanet-catalog/toi-470-b/
322,TOI-444 b,57.3973,8.1 Earths,9.86,2023,https://science.nasa.gov/exoplanet-catalog/toi-444-b/
323,TOI-262 b,43.932,4.94 Earths,8.91,2023,https://science.nasa.gov/exoplanet-catalog/toi-262-b/
324,HN Librae b,6.24442,5.46 Earths,11.311,2023,https://science.nasa.gov/exoplanet-catalog/hn-librae-b/
325,TOI-1470 c,51.9503,7.24 Earths,13.459,2023,https://science.nasa.gov/exoplanet-catalog/toi-1470-c/
326,TOI-1470 b,51.9503,7.32 Earths,13.459,2023,https://science.nasa.gov/exoplanet-catalog/toi-1470-b/
327,HD 6860 b,61.12469,28.26 Jupiters,2.06763,2023,https://science.nasa.gov/exoplanet-catalog/hd-6860-b/
328,HD 112300 b,62.07324,15.83 Jupiters,3.39515,2023,https://science.nasa.gov/exoplanet-catalog/hd-112300-b/
329,GJ 367 d,9.41263,6.03 Earths,10.153,2023,https://science.nasa.gov/exoplanet-catalog/gj-367-d/
330,GJ 367 c,9.41263,4.13 Earths,10.153,2023,https://science.nasa.gov/exoplanet-catalog/gj-367-c/
331,DMPP-4 b,25.3284,12.2 Earths,5.72936,2023,https://science.nasa.gov/exoplanet-catalog/dmpp-4-b/
332,TOI-615 b,360.408,0.435 Jupiters,10.825,2023,https://science.nasa.gov/exoplanet-catalog/toi-615-b/
333,TOI-4184 b,69.3649,6.48 Earths,17.12,2023,https://science.nasa.gov/exoplanet-catalog/toi-4184-b/
334,TOI-622 b,123.297,0.303 Jupiters,8.995,2023,https://science.nasa.gov/exoplanet-catalog/toi-622-b/
335,TOI-5293 A b,162.229,0.54 Jupiters,16.19,2023,https://science.nasa.gov/exoplanet-catalog/toi-5293-a-b/
336,TOI-3984 A b,108.883,0.14 Jupiters,15.694,2023,https://science.nasa.gov/exoplanet-catalog/toi-3984-a-b/
337,TOI-3785 b,79.7634,14.95 Earths,14.595,2023,https://science.nasa.gov/exoplanet-catalog/toi-3785-b/
338,TOI-2641 b,344.045,0.386 Jupiters,11.693,2023,https://science.nasa.gov/exoplanet-catalog/toi-2641-b/
339,TOI-2084 b,114.549,6.66 Earths,15.115,2023,https://science.nasa.gov/exoplanet-catalog/toi-2084-b/
340,HIP 81208 C b,147.533,14.8 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/hip-81208-c-b/
341,HD 235088 b,41.1706,4.2 Earths,9.19,2023,https://science.nasa.gov/exoplanet-catalog/hd-235088-b/
342,WASP-193 b,362.087,0.139 Jupiters,11.972,2023,https://science.nasa.gov/exoplanet-catalog/wasp-193-b/
343,TOI-1680 b,37.2209,2.75 Earths,15.87,2023,https://science.nasa.gov/exoplanet-catalog/toi-1680-b/
344,MOA-2022-BLG-249L b,2000,4.83 Earths,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/moa-2022-blg-249l-b/
345,TOI-784 b,64.5997,9.67 Earths,9.412,2023,https://science.nasa.gov/exoplanet-catalog/toi-784-b/
346,WASP-84 c,100.588,15.2 Earths,10.825,2023,https://science.nasa.gov/exoplanet-catalog/wasp-84-c/
347,TOI-411 c,62.7792,9.72 Earths,8.270001,2022,https://science.nasa.gov/exoplanet-catalog/toi-411-c/
348,TOI-411 b,62.7792,13.71 Earths,8.270001,2022,https://science.nasa.gov/exoplanet-catalog/toi-411-b/
349,TOI-1634 c,35.2736,Unknown,13.217,2022,https://science.nasa.gov/exoplanet-catalog/toi-1634-c/
350,Rho Coronae Borealis e,17.5108,3.79 Earths,5.41,2023,https://science.nasa.gov/exoplanet-catalog/rho-coronae-borealis-e/
351,Rho Coronae Borealis d,17.5108,21.6 Earths,5.41,2023,https://science.nasa.gov/exoplanet-catalog/rho-coronae-borealis-d/
352,HD 22946 d,62.7792,26.57 Earths,8.270001,2023,https://science.nasa.gov/exoplanet-catalog/hd-22946-d/
353,BD-210397 c,23.7324,4.8 Jupiters,9.84,2023,https://science.nasa.gov/exoplanet-catalog/bd-210397-c/
354,BD-210397 b,23.7324,0.7 Jupiters,9.84,2023,https://science.nasa.gov/exoplanet-catalog/bd-210397-b/
355,TOI-908 b,175.748,16.137 Earths,11.316,2023,https://science.nasa.gov/exoplanet-catalog/toi-908-b/
356,TOI-4010 e,177.504,2.17728 Jupiters,12.291,2023,https://science.nasa.gov/exoplanet-catalog/toi-4010-e/
357,TOI-4010 d,177.504,38.15 Earths,12.291,2023,https://science.nasa.gov/exoplanet-catalog/toi-4010-d/
358,TOI-4010 c,177.504,20.31 Earths,12.291,2023,https://science.nasa.gov/exoplanet-catalog/toi-4010-c/
359,TOI-4010 b,177.504,11 Earths,12.291,2023,https://science.nasa.gov/exoplanet-catalog/toi-4010-b/
360,TOI-2000 c,175.713,0.257 Jupiters,10.984,2023,https://science.nasa.gov/exoplanet-catalog/toi-2000-c/
361,TOI-2000 b,175.713,11 Earths,10.984,2023,https://science.nasa.gov/exoplanet-catalog/toi-2000-b/
362,HIP 9618 c,67.5478,7 Earths,9.2,2023,https://science.nasa.gov/exoplanet-catalog/hip-9618-c/
363,HIP 9618 b,67.5478,8.3 Earths,9.2,2023,https://science.nasa.gov/exoplanet-catalog/hip-9618-b/
364,HIP 54597 b,39.7429,2.4 Jupiters,9.83,2023,https://science.nasa.gov/exoplanet-catalog/hip-54597-b/
365,HD 94771 b,57.7807,0.53 Jupiters,7.37,2023,https://science.nasa.gov/exoplanet-catalog/hd-94771-b/
366,HD 74698 c,52.0648,0.4 Jupiters,7.78,2023,https://science.nasa.gov/exoplanet-catalog/hd-74698-c/
367,HD 74698 b,52.0648,23 Earths,7.78,2023,https://science.nasa.gov/exoplanet-catalog/hd-74698-b/
368,HD 15906 c,45.5621,8.91 Earths,9.78,2023,https://science.nasa.gov/exoplanet-catalog/hd-15906-c/
369,HD 15906 b,45.5621,5.65 Earths,9.78,2023,https://science.nasa.gov/exoplanet-catalog/hd-15906-b/
370,GJ 328 c,20.5266,21.4 Earths,9.99,2023,https://science.nasa.gov/exoplanet-catalog/gj-328-c/
371,TOI-2018 b,27.9956,9.2 Earths,10.25,2023,https://science.nasa.gov/exoplanet-catalog/toi-2018-b/
372,MOA-2020-BLG-208L b,7490,0.14473 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/moa-2020-blg-208l-b/
373,HD 89839 b,57.3063,5.01 Jupiters,7.64,2023,https://science.nasa.gov/exoplanet-catalog/hd-89839-b/
374,HD 167677 b,54.3258,2.85 Jupiters,8.9,2023,https://science.nasa.gov/exoplanet-catalog/hd-167677-b/
375,HD 165131 b,57.4263,18.7 Jupiters,8.42,2023,https://science.nasa.gov/exoplanet-catalog/hd-165131-b/
376,TOI-4127 b,319.632,2.3 Jupiters,11.441,2023,https://science.nasa.gov/exoplanet-catalog/toi-4127-b/
377,TOI-1416 b,55.0135,3.48 Earths,9.91,2023,https://science.nasa.gov/exoplanet-catalog/toi-1416-b/
378,TOI-5678 b,165.393,20 Earths,11.438,2023,https://science.nasa.gov/exoplanet-catalog/toi-5678-b/
379,K2-417 b,94.0424,2.2 Jupiters,13.909,2023,https://science.nasa.gov/exoplanet-catalog/k2-417-b/
380,K2-416 b,120.311,5.2 Jupiters,14.794,2023,https://science.nasa.gov/exoplanet-catalog/k2-416-b/
381,TOI-1859 b,224.385,0.216 Jupiters,10.33,2023,https://science.nasa.gov/exoplanet-catalog/toi-1859-b/
382,OGLE-2019-BLG-0679L b,5630,3.34 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/ogle-2019-blg-0679l-b/
383,OGLE-2019-BLG-0249L b,6370,7.12 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/ogle-2019-blg-0249l-b/
384,KMT-2019-BLG-2783L b,5910,1.16 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-2783l-b/
385,TOI-913 b,65.1769,6.59 Earths,10.452,2023,https://science.nasa.gov/exoplanet-catalog/toi-913-b/
386,TOI-715 b,42.4048,3.02 Earths,16.683,2023,https://science.nasa.gov/exoplanet-catalog/toi-715-b/
387,TOI-672 b,66.9071,24.1 Earths,13.576,2023,https://science.nasa.gov/exoplanet-catalog/toi-672-b/
388,TOI-5803 b,84.0126,10.7 Earths,10.655,2023,https://science.nasa.gov/exoplanet-catalog/toi-5803-b/
389,TOI-5704 b,89.637,10.5 Earths,11.529,2023,https://science.nasa.gov/exoplanet-catalog/toi-5704-b/
390,TOI-4308 b,108.932,6.43 Earths,11.251,2023,https://science.nasa.gov/exoplanet-catalog/toi-4308-b/
391,TOI-3082 b,113.048,13 Earths,12.934,2023,https://science.nasa.gov/exoplanet-catalog/toi-3082-b/
392,TOI-2498 b,275.265,34.62 Earths,11.196,2023,https://science.nasa.gov/exoplanet-catalog/toi-2498-b/
393,TOI-2459 b,36.6113,9.03 Earths,10.772,2023,https://science.nasa.gov/exoplanet-catalog/toi-2459-b/
394,TOI-2443 b,23.9258,8.11 Earths,9.51,2023,https://science.nasa.gov/exoplanet-catalog/toi-2443-b/
395,TOI-2194 b,19.5711,4.61 Earths,8.42,2023,https://science.nasa.gov/exoplanet-catalog/toi-2194-b/
396,TOI-139 b,42.4061,6.6 Earths,10.55,2023,https://science.nasa.gov/exoplanet-catalog/toi-139-b/
397,KMT-2022-BLG-0440L b,3500,15.4 Earths,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2022-blg-0440l-b/
398,KMT-2019-BLG-1216L b,2740,29.87587 Earths,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-1216l-b/
399,KMT-2019-BLG-0298L b,6710,1.81 Jupiters,Unknown,2023,https://science.nasa.gov/exoplanet-catalog/kmt-2019-blg-0298l-b/
400,HD 207496 b,23.606,6.1 Earths,8.23,2023,https://science.nasa.gov/exoplanet-catalog/hd-207496-b/
401,LP 791-18 d,26.4927,0.9 Earths,16.91,2023,https://science.nasa.gov/exoplanet-catalog/lp-791-18-d/
402,TOI-244 b,22.0337,2.68 Earths,12.861,2023,https://science.nasa.gov/exoplanet-catalog/toi-244-b/
403,TOI-1221 b,138.411,3.5 Jupiters,10.494,2023,https://science.nasa.gov/exoplanet-catalog/toi-1221-b/
404,Kepler-2001 c,776.55,3.97 Earths,15.981,2023,https://science.nasa.gov/exoplanet-catalog/kepler-2001-c/
405,Kepler-2001 b,776.55,1.12 Earths,15.981,2023,https://science.nasa.gov/exoplanet-catalog/kepler-2001-b/
406,Kepler-2000 c,320.588,3.09 Earths,15.642,2023,https://science.nasa.gov/exoplanet-catalog/kepler-2000-c/
407,Kepler-2000 b,320.588,7.9 Earths,15.642,2023,https://science.nasa.gov/exoplanet-catalog/kepler-2000-b/
408,Kepler-1999 b,701.255,10.8 Earths,16.433,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1999-b/
409,Kepler-1998 b,340.965,0.156 Earths,12.74,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1998-b/
410,Kepler-1997 b,1502.34,5.82 Earths,15.454,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1997-b/
411,Kepler-1996 c,440.561,8.3 Earths,15.11,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1996-c/
412,Kepler-1996 b,440.561,5.73 Earths,15.11,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1996-b/
413,Kepler-1995 b,595.331,16.9 Earths,15.516,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1995-b/
414,Kepler-1994 b,241.991,0.087 Earths,12.01,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1994-b/
415,Kepler-1993 b,1031.91,16.1 Earths,13.451,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1993-b/
416,Kepler-1992 b,532.955,0.693 Earths,13.79,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1992-b/
417,Kepler-1991 c,855.82,7.13 Earths,15.048,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1991-c/
418,Kepler-1991 b,855.82,2.76 Earths,15.048,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1991-b/
419,Kepler-1990 c,392.739,0.904 Earths,11.946,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1990-c/
420,Kepler-1989 b,1252.13,19.3 Earths,14.289,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1989-b/
421,Kepler-1988 b,513.426,2.96 Earths,12.128,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1988-b/
422,Kepler-1987 e,595.683,4.35 Earths,15.477,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1987-e/
423,Kepler-1987 d,595.683,7.56 Earths,15.477,2023,https://science.nasa.gov/exoplanet-catalog/kepler-1987-d/
